'ID,Serial No,Equipment Type,Location,Employee No.,Impact Date,Impact Time,Impact Timezone,AP,Type,X-Axis Threshold,X-Axis Captured,Y-Axis Threshold,Y-Axis Captured,Impulse Threshold,Impulse Captured,Locked,Lock Cleared Date,Lock Cleared Time,Lock Cleared Timezone,Acknowledged Date,Acknowledged Time,Acknowledged Timezone,Comments
13,1A521875,RM6000,New Castle,24112,4/23/2020,12:49:25 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,4/23/2020,12:49:25 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,1:00:45 PM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/23/2020,1:00:44 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,1:06:11 PM,EDT,00C88BC11A79,Low,2,1,2,4,10,0,,,,,4/23/2020,1:06:11 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/23/2020,1:13:53 PM,EDT,005D73D62129,Low,2,1,2,3,10,0,,,,,4/23/2020,1:13:52 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/30/2020,5:40:32 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,5:40:29 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,24112,4/30/2020,5:58:15 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/30/2020,5:58:10 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,8:06:38 AM,EDT,NC-005,Low,2,0,2,2,10,0,,,,,4/3/2020,8:06:34 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,8:17:17 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/3/2020,8:17:13 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,8:27:45 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/3/2020,8:27:44 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,9:18:28 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/3/2020,9:18:24 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,9:29:50 AM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/3/2020,9:29:45 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,12:31:37 PM,EDT,00C88BC11A76,Low,2,0,2,2,10,0,,,,,4/3/2020,12:31:35 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,2:23:34 PM,EDT,NC-005,Low,2,0,2,2,10,0,,,,,4/3/2020,2:23:32 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/3/2020,2:52:02 PM,EDT,00C88BC11A79,Low,2,1,2,2,10,0,,,,,4/3/2020,2:52:00 PM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/17/2020,10:29:31 AM,EDT,B4DE318A2AD9,Low,2,1,2,3,10,0,,,,,4/17/2020,10:29:32 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/17/2020,10:40:17 AM,EDT,B4DE318A2AD9,Low,2,1,2,2,10,0,,,,,4/17/2020,10:40:15 AM,EDT,Auto Acknowledged by System
13,1A521875,RM6000,New Castle,56944,4/17/2020,11:00:09 AM,EDT,00C88BC11A79,Low,2,1,2,3,10,0,,,,,4/17/2020,11:00:07 AM,EDT,Auto Acknowledged by System
686 M,GS4616P-139773,Scissor Lift,Plant 10,925,4/29/2020,8:32:31 AM,EDT,*P10 NE-HB,High,5,26,5,26,,,,,,,4/30/2020,1:15:50 PM,EDT,John said he move the control box for the scissors lift and alarm sounded.
233 F,1A449467,TSP,Plant 10,55110,4/8/2020,2:42:47 AM,EDT,,High,3,3,3,2,8,14,,,,,4/8/2020,5:27:47 AM,EDT,Lindsey made contact with a skid while she was making a turn coming out of the highbay.
233 F,1A449467,TSP,Plant 10,1441,4/16/2020,11:21:31 PM,EDT,,High,3,3,3,3,8,0,,,,,4/20/2020,12:26:57 AM,EDT,Bill made contact with a skid as he was entering a row. No damage.
609 M,9A192052,IC,Plant 14,3223,4/30/2020,10:50:42 AM,EDT,70B317ECF103,High,10,13,10,3,5,20,,,,,4/30/2020,1:13:26 PM,EDT,Bob said he hit a pothole outside.
727 F,62524,Hubtex,Plant 3,23065,4/13/2020,10:12:09 AM,EDT,*P3 H12,High,4,4,4,2,,,,,,,4/13/2020,12:55:59 PM,EDT,John came into contact with the side of guide rails at the steel dock. There was no damage to the guide rail or the hubtex. Reminded John to use caution as he maneuvers the hubtex.
727 F,62524,Hubtex,Plant 3,23065,4/21/2020,11:33:52 AM,EDT,*P3 I28,High,4,8,4,7,,,,,,,4/21/2020,1:47:46 PM,EDT,John was using the guide rail to straighten out the load on the forks when the alarm was generated. I reminded John to use caution.
976 O,10045659,PW,Plant 3,17015,4/20/2020,9:12:38 AM,EDT,*P3 H44,High,4,4,4,1,,,,,,,4/20/2020,9:40:41 AM,EDT,Brad was changing his battery when the alarm went off.
976 O,10045659,PW,Plant 3,27549,4/28/2020,11:29:04 AM,EDT,*P3 H44,High,4,4,4,1,,,,,,,4/28/2020,11:37:24 AM,EDT,Ed was changing his battery in Plant 3 when the alarm went off. There was no damage.
976 O,10045659,PW,Plant 3,26612,4/27/2020,1:48:26 PM,EDT,*P3 H44,High,4,4,4,1,,,,,,,5/4/2020,11:12:59 AM,EDT,"Nick was driving the PW near the doorway that leads outside.  It appears the hopper-dumper FC truck brought some loose gravel into the plant by the doorway.  When Nick drove the PW over this loose gravel, then an impact alarm was generated.  Nick was reminded to scan area of travel, and if necessary to clean dirt/debris up before driving over or through it.  "
976 O,10045659,PW,Plant 3,26612,4/27/2020,1:48:27 PM,EDT,*P3 H44,High,4,6,4,1,,,,,,,5/4/2020,11:16:34 AM,EDT,"When this impact alarm was generated, Nick drove the PW truck over some loose gravel that was inside the plant.  It appears the hopper-dumper FC truck brought some loose gravel into the plant near the doorway that leads outside, and that's where Nick was maneuvering this PW.  Nick was reminded to scan the path of his travel and, if necessary, to clean up any dirt/debris before driving over it.  "
028 F,1A396909,RM6000,Plant 3,2274,4/3/2020,8:34:55 AM,EDT,*P3 H12,High,4,5,4,4,10,61,,,,,4/3/2020,8:47:24 AM,EDT,"Ryan was moving a skid. The bottom part of the skid broke off and Ryan ran over the piece of wood, generating the alarm. There was no damage to the truck."
028 F,1A396909,RM6000,Plant 3,2274,4/6/2020,12:51:21 PM,EDT,*P3 H44,High,4,4,4,5,10,0,,,,,4/6/2020,1:29:02 PM,EDT,The alarm was generated when the operator put the battery plate back in. The truck did not initially recognize that the plate was in place. The operator re-inserted the plate with more force which generated the alarm.
029 F,1A470971,RM6000,Plant 3,62058,4/15/2020,9:16:43 PM,EDT,*P3 H12,High,4,10,4,5,10,64,,,,,5/5/2020,11:41:58 AM,EDT,No Comment
062 F,1A426730,RM6000,Plant 3,59790,4/24/2020,4:44:57 PM,EDT,70B3172F7323,High,4,4,4,1,10,23,,,,,4/30/2020,8:19:53 PM,EDT,Matt hit a pot hole in the bullpen. He was advised to drive slowly and carefully while in the bullpen. The pothole had been previously written up to be filled in.
347 F,5A528584,SX,Plant 3,25774,4/22/2020,7:10:47 AM,EDT,DC8C37EF9C23,High,4,4,4,1,,,,,,,4/22/2020,7:43:05 AM,EDT,Angie was moving forward to pick up a tub when the outrigger bumped the side of the tub. She was advised to make sure she has takes her time to line up with tub better.
526 F,9A229642,WAVE,Plant 3,30095,4/16/2020,7:51:38 PM,EDT,*P3 H44,High,5,2,5,6,,,,,,,5/4/2020,9:25:36 PM,EDT,No Comment
526 F,9A229642,WAVE,Plant 3,1262,4/28/2020,10:57:12 AM,EDT,*P3 H12,High,5,2,5,5,,,,,,,4/28/2020,1:43:28 PM,EDT,"Doug was driving normal, but the floor was uneven. Was advised to drive slower."
588 M,9A193213,WAVE,Plant 3,1053,4/5/2020,6:56:31 AM,EDT,*P3 I28,High,9,4,9,19,,,,,,,4/6/2020,7:20:46 AM,EDT,placing fan on the deck.
588 M,9A193213,WAVE,Plant 3,64357,4/19/2020,7:01:24 AM,EDT,*P3 H44,High,9,10,9,10,,,,,,,4/20/2020,6:42:29 AM,EDT,Pot hole no damage
102 M,1A536908,RC5500,Plant 4,31749,4/15/2020,6:51:25 PM,EDT,*P6 North,High,5,2,5,5,12,13,,,,,4/20/2020,12:07:24 PM,EDT,"Per Ron Miller, Andy hit a pothole. Alarm did not sound at first, but then sounded after he continued to travel."
831 F*,6A342396,PR,Plant 4 DC,22809,4/8/2020,8:01:34 AM,EDT,*P4 DC Pole 4J48,High,6,16,6,3,25,0,,,,,4/8/2020,8:10:22 AM,EDT,Eric went to turn PR 831 and bumped into the 4x4 wood causing the alarm to sound. There was no damage to the truck or the 4x4 wood.
831 F*,6A342396,PR,Plant 4 DC,22809,4/27/2020,11:56:23 AM,EDT,*P4 I32,High,6,6,6,2,25,36,,,,,4/27/2020,1:01:50 PM,EDT,Eric bumped the back of the PR truck into the fork rack causing the alarm to sound. There was no damage to the PR truck or the fork rack.
849 F*,10008464,PR,Plant 4 DC,936,4/22/2020,8:37:37 AM,EDT,*P4 DC Pole 4J48,High,8,8,8,3,25,28,,,,,4/22/2020,8:46:01 AM,EDT,Al was loading a RC onto a trailer and the alarm went off.  No damaged occurred.
849 F*,10008464,PR,Plant 4 DC,29915,4/20/2020,5:16:38 PM,EDT,*P4 DC Pole 4J48,High,8,8,8,1,25,41,,,,,4/20/2020,5:20:36 PM,EDT,"Operator was using the PR to tug a stand up truck. The operator stopped and the truck slid forward on the tugging attachment. Upon, going forward again the truck hit the attachment with a little extra force to latch on causing the impact. No injuries or damages."
849 F*,10008464,PR,Plant 4 DC,1154,4/13/2020,7:36:38 AM,EDT,*P8 Shop Floor NE,High,8,8,8,2,25,0,,,,,4/14/2020,8:45:52 AM,EDT,No Comment
900 F,10082939,PR,Plant 4 DC,29915,4/15/2020,4:09:58 PM,EDT,*P4 DC Pole 4J48,High,8,8,8,1,25,41,,,,,4/15/2020,4:15:47 PM,EDT,Niki was loading a RC onto a container and the tongue of the tugger slipped on the skirt of the RC.  No damaged occurred.
040 F RM - DC,1A567546,RM6000,Plant 4 DC,55666,4/8/2020,6:13:26 AM,EDT,,High,6,3,6,7,15,20,Locked,4/8/2020,6:15:21 AM,EDT,4/8/2020,6:46:43 AM,EDT,Collin was outside and ran over a crack in the concrete causing his alarm to go off. No damage
200 F*,1A483479,SP,Plant 4 DC,976,4/15/2020,10:51:23 AM,EDT,*P8 Shop Floor SW,High,5,6,5,5,12,0,,,,,5/5/2020,11:41:52 AM,EDT,No Comment
200 F*,1A483479,SP,Plant 4 DC,27357,4/1/2020,9:46:01 AM,EDT,*P4 Northwall next to DC,High,5,5,5,0,12,0,,,,,4/1/2020,9:51:08 AM,EDT,was not moving the SP when the alarm sounding.  was making a pick and the alarm went off
202 F *,1A486427,SP,Plant 4 DC,53529,4/17/2020,7:15:57 PM,EDT,*P4 DC High Bay Pole 44M,High,4,14,4,12,12,17,,,,,4/17/2020,7:23:54 PM,EDT,Was turning into row 6 of the back of the high bay and hit yellow pole with outrigger.  No damages or injuries
202 F *,1A486427,SP,Plant 4 DC,30225,4/9/2020,4:23:11 AM,EDT,*P4 I32,High,4,11,4,2,12,0,,,,,4/9/2020,5:12:11 AM,EDT,Changing battery and alarm went off. No damage.
202 F *,1A486427,SP,Plant 4 DC,30225,4/9/2020,4:23:16 AM,EDT,*P4 I32,High,4,8,4,2,12,0,,,,,4/9/2020,5:12:22 AM,EDT,Changing battery and alarm went off. No damage.
202 F *,1A486427,SP,Plant 4 DC,62575,4/14/2020,5:56:52 PM,EDT,*P4 SouthW-HighBay,High,4,7,4,7,12,0,,,,,4/17/2020,3:31:54 PM,EDT,Backed into his table to hard.  No damages or injuries
209 F *,1A486426,SP,Plant 4 DC,54295,4/29/2020,4:31:49 PM,EDT,*P4 DC High Bay Pole 44M,High,5,5,5,3,12,14,,,,,4/29/2020,4:34:46 PM,EDT,backed into table to hard. no damages or injuries
209 F *,1A486426,SP,Plant 4 DC,25098,4/28/2020,7:14:37 AM,EDT,00A6CA86EF43,High,5,5,5,1,12,14,,,,,5/26/2020,2:43:49 PM,EDT,No Comment
209 F *,1A486426,SP,Plant 4 DC,3365,4/17/2020,7:20:30 PM,EDT,*P4 MezzFencEast (North end of high bay),High,5,5,5,1,12,35,,,,,4/17/2020,7:24:10 PM,EDT,Changing battery.  No damages or injuries
221 F*,1A479569,SP,Plant 4 DC,61746,4/24/2020,12:29:20 AM,EDT,*P4 DC Pole 4H44,High,5,24,5,8,12,64,,,,,4/26/2020,9:56:05 PM,EDT,Ed made contact with an upright. Damage to the upright was done. No injuries.
232 F * Lith Ion,1A490017,SP,Plant 4 DC,53529,4/28/2020,10:20:49 PM,EDT,*P4 Mezz-East,High,6,33,6,12,12,52,,,,,4/28/2020,10:31:32 PM,EDT,EE states that they had the wire guidance on and it failed.  EE hit the rack but didn't cause any damage.  There was no damage to the lift nor to the racks.  Also no injuries.
593 F,10031062,WAVE,Plant 4 DC,59821,4/29/2020,11:52:44 PM,EDT,*P4 Mezz-West,High,10,11,15,11,15,0,,,,,4/30/2020,5:43:22 AM,EDT,Alarm went off while driving. Does not know why.
593 F,10031062,WAVE,Plant 4 DC,59821,4/30/2020,3:11:27 AM,EDT,*P4 Mezz-East,High,10,10,15,10,15,0,,,,,4/30/2020,5:43:51 AM,EDT,Same as the other.
593 F,10031062,WAVE,Plant 4 DC,56024,4/30/2020,1:03:42 PM,EDT,*P4 Mezz-West,High,10,11,15,11,15,0,,,,,4/30/2020,1:08:45 PM,EDT,Glenn was inside the row and started to raise up when the alarm went off. No damage.
593 F,10031062,WAVE,Plant 4 DC,2693,4/29/2020,11:12:56 AM,EDT,*P4 Mezz-West,High,10,10,15,10,15,0,,,,,4/29/2020,11:19:26 AM,EDT,"While Brian was doing his inspection on this Wave, he raised it up to check the hydraulics, and for no apparent reason the alarm sounded. No injuries or property damage."
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,7:49:30 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/1/2020,7:49:33 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,8:40:05 AM,EDT,*P4 4B32,Low,1,1,1,0,1,5,,,,,4/1/2020,8:40:05 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,8:41:59 AM,EDT,*P4 I32,Low,1,1,1,0,1,2,,,,,4/1/2020,8:41:59 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,10:33:22 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/1/2020,10:33:25 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,10:42:36 AM,EDT,*P4 4B32,Low,1,1,1,1,1,9,,,,,4/1/2020,10:42:39 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,10:44:34 AM,EDT,*P4 DC Pole 4H44,Low,1,1,1,0,1,2,,,,,4/1/2020,10:44:46 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,11:47:26 AM,EDT,*P4 4B32,Low,1,1,1,0,1,3,,,,,4/1/2020,11:47:29 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,11:48:37 AM,EDT,*P4 DC Pole 4J48,Low,1,1,1,0,1,5,,,,,4/1/2020,11:48:37 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,12:20:13 PM,EDT,*P4 4B32,Low,1,1,1,0,1,6,,,,,4/1/2020,12:20:26 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,1:58:03 PM,EDT,*P8 Shop Floor SW,Low,1,1,1,1,1,17,,,,,4/1/2020,1:58:10 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/1/2020,3:02:20 PM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/1/2020,3:02:20 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,6:57:41 AM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/2/2020,6:57:45 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,7:19:50 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/2/2020,7:20:18 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,8:52:49 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/2/2020,8:52:50 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,9:43:23 AM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/2/2020,9:43:30 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,10:34:34 AM,EDT,*P4 4B32,Low,1,1,1,0,1,5,,,,,4/2/2020,10:34:41 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,10:35:24 AM,EDT,*P4 4B32,Low,1,1,1,0,1,8,,,,,4/2/2020,10:35:24 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,11:19:57 AM,EDT,*P4 4B32,Low,1,0,1,1,1,6,,,,,4/2/2020,11:19:58 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,12:23:03 PM,EDT,*P4 4B32,Low,1,1,1,0,1,6,,,,,4/2/2020,12:23:17 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,12:24:18 PM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/2/2020,12:24:19 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,12:24:35 PM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/2/2020,12:24:35 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,1:43:13 PM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/2/2020,1:43:23 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,1:43:26 PM,EDT,*P4 BB16,Low,1,1,1,1,1,2,,,,,4/2/2020,1:43:26 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/2/2020,2:40:14 PM,EDT,B4DE31626513,Low,1,1,1,2,1,2,,,,,4/2/2020,2:40:17 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,7:42:26 AM,EDT,*P4 4B32,Low,1,1,1,0,1,3,,,,,4/3/2020,7:42:27 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,8:27:19 AM,EDT,*P4 4B32,Low,1,1,1,0,1,6,,,,,4/3/2020,8:27:32 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,8:27:44 AM,EDT,*P4 4B32,Low,1,1,1,0,1,6,,,,,4/3/2020,8:27:44 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,9:59:37 AM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/3/2020,9:59:38 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,10:00:13 AM,EDT,*P4 4B32,Low,1,1,1,0,1,8,,,,,4/3/2020,10:00:13 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,10:09:28 AM,EDT,*P4 DC Pole 4J48,Low,1,1,1,0,1,5,,,,,4/3/2020,10:09:30 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,11:58:22 AM,EDT,*P4 SouthHighBay,Low,1,1,1,0,1,3,,,,,4/3/2020,11:58:38 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,12:01:05 PM,EDT,*P5 B16,Low,1,1,1,1,1,2,,,,,4/3/2020,12:01:14 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,12:02:01 PM,EDT,*P5 B16,Low,1,1,1,0,1,5,,,,,4/3/2020,12:02:02 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,2:35:48 PM,EDT,*P4 4B32,Low,1,1,1,0,1,3,,,,,4/3/2020,2:35:49 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,2:57:45 PM,EDT,*P4 4B32,Low,1,1,1,0,1,5,,,,,4/3/2020,2:57:58 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/3/2020,2:59:07 PM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/3/2020,2:59:08 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,7:56:13 AM,EDT,707DB907E663,Low,1,1,1,0,1,5,,,,,4/6/2020,7:56:18 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,8:01:10 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/6/2020,8:01:16 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,8:23:57 AM,EDT,707DB907E66C,Low,1,1,1,0,1,5,,,,,4/6/2020,8:24:06 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,10:13:00 AM,EDT,*P4 BB16,Low,1,1,1,0,1,2,,,,,4/6/2020,10:13:14 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,10:28:42 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/6/2020,10:28:57 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,10:29:25 AM,EDT,*P4 4B32,Low,1,1,1,0,1,5,,,,,4/6/2020,10:29:38 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,12:00:42 PM,EDT,*P4 4B32,Low,1,1,1,0,1,5,,,,,4/6/2020,12:00:50 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,12:20:41 PM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/6/2020,12:20:45 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,1:00:38 PM,EDT,*P4 H12,Low,1,1,1,0,1,2,,,,,4/6/2020,1:00:42 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,2:42:12 PM,EDT,*P4 4B32,Low,1,2,1,1,1,6,,,,,4/6/2020,2:42:18 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,2:42:38 PM,EDT,*P4 BB16,Low,1,2,1,1,1,2,,,,,4/6/2020,2:42:42 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/6/2020,2:43:11 PM,EDT,*P4 BB16,Low,1,1,1,0,1,2,,,,,4/6/2020,2:43:14 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,8:15:21 AM,EDT,*P4 4B32,Low,1,1,1,0,1,8,,,,,4/7/2020,8:15:33 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,9:09:12 AM,EDT,*P4 4B32,Low,1,1,1,1,1,3,,,,,4/7/2020,9:09:18 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,9:12:16 AM,EDT,*P4 I32,Low,1,1,1,1,1,5,,,,,4/7/2020,9:12:20 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,9:12:36 AM,EDT,*P4 I32,Low,1,1,1,0,1,5,,,,,4/7/2020,9:12:40 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,9:54:29 AM,EDT,*P4 Main Ent.,Low,1,1,1,0,1,2,,,,,4/7/2020,9:54:33 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,9:55:55 AM,EDT,*P4 Main Ent.,Low,1,1,1,1,1,5,,,,,4/7/2020,9:56:01 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,10:10:16 AM,EDT,B4DE31626513,Low,1,1,1,2,1,5,,,,,4/7/2020,10:10:22 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,11:48:56 AM,EDT,*P4 4B32,Low,1,1,1,0,1,3,,,,,4/7/2020,11:49:07 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,11:50:47 AM,EDT,*P4 I32,Low,1,1,1,0,1,2,,,,,4/7/2020,11:50:54 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/7/2020,12:11:56 PM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/7/2020,12:12:00 PM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/8/2020,8:26:49 AM,EDT,*P4 4B32,Low,1,1,1,0,1,2,,,,,4/8/2020,8:27:02 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/8/2020,9:03:20 AM,EDT,707DB907E663,Low,1,1,1,1,1,2,,,,,4/8/2020,9:03:27 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/8/2020,9:36:45 AM,EDT,*P4 4B32,Low,1,1,1,0,1,3,,,,,4/8/2020,9:36:50 AM,EDT,Auto Acknowledged by System
007 F,1A578877,RM6000,Plant 4 Material Handling,20648,4/8/2020,9:37:54 AM,EDT,*P4 4B32,Low,1,1,1,1,1,2,,,,,4/8/2020,9:37:58 AM,EDT,Auto Acknowledged by System
